country,brand_name,months_postgx,n_gxs
COUNTRY_3AD0,BRAND_BA38,12,
COUNTRY_3AD0,BRAND_BA38,13,
COUNTRY_3AD0,BRAND_BA38,14,
COUNTRY_3AD0,BRAND_BA38,15,
COUNTRY_3AD0,BRAND_BA38,16,
COUNTRY_3AD0,BRAND_BA38,17,
COUNTRY_3AD0,BRAND_BA38,18,
COUNTRY_3AD0,BRAND_BA38,19,
COUNTRY_3AD0,BRAND_BA38,20,
COUNTRY_3AD0,BRAND_BA38,21,
COUNTRY_3AD0,BRAND_BA38,22,
COUNTRY_3AD0,BRAND_BA38,23,
COUNTRY_3AD0,BRAND_A999,0,2.0
COUNTRY_3AD0,BRAND_A999,1,2.0
COUNTRY_3AD0,BRAND_A999,2,2.0
COUNTRY_3AD0,BRAND_A999,3,2.0
COUNTRY_3AD0,BRAND_A999,4,2.0
COUNTRY_3AD0,BRAND_A999,5,2.0
COUNTRY_3AD0,BRAND_A999,6,2.0
COUNTRY_3AD0,BRAND_A999,7,2.0
COUNTRY_3AD0,BRAND_A999,8,2.0
COUNTRY_3AD0,BRAND_A999,9,2.0
COUNTRY_3AD0,BRAND_A999,10,2.0
COUNTRY_3AD0,BRAND_A999,11,2.0
COUNTRY_3AD0,BRAND_A999,12,2.0
COUNTRY_3AD0,BRAND_A999,13,2.0
COUNTRY_3AD0,BRAND_A999,14,2.0
COUNTRY_3AD0,BRAND_A999,15,2.0
COUNTRY_3AD0,BRAND_A999,16,2.0
COUNTRY_3AD0,BRAND_A999,17,2.0
COUNTRY_3AD0,BRAND_A999,18,2.0
COUNTRY_3AD0,BRAND_A999,19,2.0
COUNTRY_3AD0,BRAND_A999,20,2.0
COUNTRY_3AD0,BRAND_A999,21,2.0
COUNTRY_3AD0,BRAND_A999,22,2.0
COUNTRY_3AD0,BRAND_A999,23,2.0
COUNTRY_3AD0,BRAND_7D7B,0,0.0
COUNTRY_3AD0,BRAND_7D7B,1,1.0
COUNTRY_3AD0,BRAND_7D7B,2,1.0
COUNTRY_3AD0,BRAND_7D7B,3,1.0
COUNTRY_3AD0,BRAND_7D7B,4,1.0
COUNTRY_3AD0,BRAND_7D7B,5,2.0
COUNTRY_3AD0,BRAND_7D7B,6,2.0
COUNTRY_3AD0,BRAND_7D7B,7,2.0
COUNTRY_3AD0,BRAND_7D7B,8,2.0
COUNTRY_3AD0,BRAND_7D7B,9,2.0
COUNTRY_3AD0,BRAND_7D7B,10,2.0
COUNTRY_3AD0,BRAND_7D7B,11,2.0
COUNTRY_3AD0,BRAND_7D7B,12,2.0
COUNTRY_3AD0,BRAND_7D7B,13,2.0
COUNTRY_3AD0,BRAND_7D7B,14,2.0
COUNTRY_3AD0,BRAND_7D7B,15,2.0
COUNTRY_3AD0,BRAND_7D7B,16,2.0
COUNTRY_3AD0,BRAND_7D7B,17,2.0
COUNTRY_3AD0,BRAND_7D7B,18,2.0
COUNTRY_3AD0,BRAND_7D7B,19,2.0
COUNTRY_3AD0,BRAND_7D7B,20,2.0
COUNTRY_3AD0,BRAND_7D7B,21,2.0
COUNTRY_3AD0,BRAND_7D7B,22,2.0
COUNTRY_3AD0,BRAND_7D7B,23,2.0
COUNTRY_3AD0,BRAND_1F44,0,0.0
COUNTRY_3AD0,BRAND_1F44,1,3.0
COUNTRY_3AD0,BRAND_1F44,2,3.0
COUNTRY_3AD0,BRAND_1F44,3,3.0
COUNTRY_3AD0,BRAND_1F44,4,3.0
COUNTRY_3AD0,BRAND_1F44,5,3.0
COUNTRY_3AD0,BRAND_1F44,6,3.0
COUNTRY_3AD0,BRAND_1F44,7,3.0
COUNTRY_3AD0,BRAND_1F44,8,3.0
COUNTRY_3AD0,BRAND_1F44,9,3.0
COUNTRY_3AD0,BRAND_1F44,10,3.0
COUNTRY_3AD0,BRAND_1F44,11,3.0
COUNTRY_3AD0,BRAND_1F44,12,3.0
COUNTRY_3AD0,BRAND_1F44,13,3.0
COUNTRY_3AD0,BRAND_1F44,14,3.0
COUNTRY_3AD0,BRAND_1F44,15,3.0
COUNTRY_3AD0,BRAND_1F44,16,3.0
COUNTRY_3AD0,BRAND_1F44,17,3.0
COUNTRY_3AD0,BRAND_1F44,18,3.0
COUNTRY_3AD0,BRAND_1F44,19,3.0
COUNTRY_3AD0,BRAND_1F44,20,3.0
COUNTRY_3AD0,BRAND_1F44,21,3.0
COUNTRY_3AD0,BRAND_1F44,22,3.0
COUNTRY_3AD0,BRAND_1F44,23,3.0
COUNTRY_3AD0,BRAND_D9E0,0,1.0
COUNTRY_3AD0,BRAND_D9E0,1,1.0
COUNTRY_3AD0,BRAND_D9E0,2,1.0
COUNTRY_3AD0,BRAND_D9E0,3,1.0
COUNTRY_3AD0,BRAND_D9E0,4,1.0
COUNTRY_3AD0,BRAND_D9E0,5,1.0
COUNTRY_3AD0,BRAND_D9E0,6,1.0
COUNTRY_3AD0,BRAND_D9E0,7,1.0
COUNTRY_3AD0,BRAND_D9E0,8,1.0
COUNTRY_3AD0,BRAND_D9E0,9,1.0
COUNTRY_3AD0,BRAND_D9E0,10,1.0
COUNTRY_3AD0,BRAND_D9E0,11,1.0
COUNTRY_3AD0,BRAND_D9E0,12,1.0
COUNTRY_3AD0,BRAND_D9E0,13,1.0
COUNTRY_3AD0,BRAND_D9E0,14,1.0
COUNTRY_3AD0,BRAND_D9E0,15,1.0
COUNTRY_3AD0,BRAND_D9E0,16,1.0
COUNTRY_3AD0,BRAND_D9E0,17,1.0
COUNTRY_3AD0,BRAND_D9E0,18,1.0
COUNTRY_3AD0,BRAND_D9E0,19,1.0
COUNTRY_3AD0,BRAND_D9E0,20,1.0
COUNTRY_3AD0,BRAND_D9E0,21,1.0
COUNTRY_3AD0,BRAND_D9E0,22,1.0
COUNTRY_3AD0,BRAND_D9E0,23,1.0
COUNTRY_3AD0,BRAND_681D,0,2.0
COUNTRY_3AD0,BRAND_681D,1,2.0
COUNTRY_3AD0,BRAND_681D,2,2.0
COUNTRY_3AD0,BRAND_681D,3,2.0
COUNTRY_3AD0,BRAND_681D,4,2.0
COUNTRY_3AD0,BRAND_681D,5,2.0
COUNTRY_3AD0,BRAND_681D,6,2.0
COUNTRY_3AD0,BRAND_681D,7,2.0
COUNTRY_3AD0,BRAND_681D,8,2.0
COUNTRY_3AD0,BRAND_681D,9,2.0
COUNTRY_3AD0,BRAND_681D,10,2.0
COUNTRY_3AD0,BRAND_681D,11,2.0
COUNTRY_3AD0,BRAND_681D,12,2.0
COUNTRY_3AD0,BRAND_681D,13,2.0
COUNTRY_3AD0,BRAND_681D,14,2.0
COUNTRY_3AD0,BRAND_681D,15,2.0
COUNTRY_3AD0,BRAND_681D,16,2.0
COUNTRY_3AD0,BRAND_681D,17,2.0
COUNTRY_3AD0,BRAND_681D,18,2.0
COUNTRY_3AD0,BRAND_681D,19,2.0
COUNTRY_3AD0,BRAND_681D,20,2.0
COUNTRY_3AD0,BRAND_681D,21,2.0
COUNTRY_3AD0,BRAND_681D,22,2.0
COUNTRY_3AD0,BRAND_681D,23,2.0
COUNTRY_3AD0,BRAND_FB8A,0,0.0
COUNTRY_3AD0,BRAND_FB8A,1,0.0
COUNTRY_3AD0,BRAND_FB8A,2,0.0
COUNTRY_3AD0,BRAND_FB8A,3,5.0
COUNTRY_3AD0,BRAND_FB8A,4,5.0
COUNTRY_3AD0,BRAND_FB8A,5,5.0
COUNTRY_3AD0,BRAND_FB8A,6,5.0
COUNTRY_3AD0,BRAND_FB8A,7,5.0
COUNTRY_3AD0,BRAND_FB8A,8,5.0
COUNTRY_3AD0,BRAND_FB8A,9,5.0
COUNTRY_3AD0,BRAND_FB8A,10,5.0
COUNTRY_3AD0,BRAND_FB8A,11,5.0
COUNTRY_3AD0,BRAND_FB8A,12,5.0
COUNTRY_3AD0,BRAND_FB8A,13,5.0
COUNTRY_3AD0,BRAND_FB8A,14,5.0
COUNTRY_3AD0,BRAND_FB8A,15,5.0
COUNTRY_3AD0,BRAND_FB8A,16,5.0
COUNTRY_3AD0,BRAND_FB8A,17,5.0
COUNTRY_3AD0,BRAND_FB8A,18,5.0
COUNTRY_3AD0,BRAND_FB8A,19,5.0
COUNTRY_3AD0,BRAND_FB8A,20,5.0
COUNTRY_3AD0,BRAND_FB8A,21,5.0
COUNTRY_3AD0,BRAND_FB8A,22,5.0
COUNTRY_3AD0,BRAND_FB8A,23,5.0
COUNTRY_3AD0,BRAND_DF2E,0,2.0
COUNTRY_3AD0,BRAND_DF2E,1,5.0
COUNTRY_3AD0,BRAND_DF2E,2,5.0
COUNTRY_3AD0,BRAND_DF2E,3,5.0
COUNTRY_3AD0,BRAND_DF2E,4,5.0
COUNTRY_3AD0,BRAND_DF2E,5,5.0
COUNTRY_3AD0,BRAND_DF2E,6,5.0
COUNTRY_3AD0,BRAND_DF2E,7,5.0
COUNTRY_3AD0,BRAND_DF2E,8,5.0
COUNTRY_3AD0,BRAND_DF2E,9,5.0
COUNTRY_3AD0,BRAND_DF2E,10,5.0
COUNTRY_3AD0,BRAND_DF2E,11,5.0
COUNTRY_3AD0,BRAND_DF2E,12,5.0
COUNTRY_3AD0,BRAND_DF2E,13,5.0
COUNTRY_3AD0,BRAND_DF2E,14,5.0
COUNTRY_3AD0,BRAND_DF2E,15,5.0
COUNTRY_3AD0,BRAND_DF2E,16,5.0
COUNTRY_3AD0,BRAND_DF2E,17,5.0
COUNTRY_3AD0,BRAND_DF2E,18,5.0
COUNTRY_3AD0,BRAND_DF2E,19,5.0
COUNTRY_3AD0,BRAND_DF2E,20,5.0
COUNTRY_3AD0,BRAND_DF2E,21,5.0
COUNTRY_3AD0,BRAND_DF2E,22,5.0
COUNTRY_3AD0,BRAND_DF2E,23,5.0
COUNTRY_3AD0,BRAND_1147,0,
COUNTRY_3AD0,BRAND_1147,1,
COUNTRY_3AD0,BRAND_1147,2,
COUNTRY_3AD0,BRAND_1147,3,
COUNTRY_3AD0,BRAND_1147,4,
COUNTRY_3AD0,BRAND_1147,5,
COUNTRY_3AD0,BRAND_1147,6,
COUNTRY_3AD0,BRAND_1147,7,
COUNTRY_3AD0,BRAND_1147,8,
COUNTRY_3AD0,BRAND_1147,9,
COUNTRY_3AD0,BRAND_1147,10,
COUNTRY_3AD0,BRAND_1147,11,
COUNTRY_3AD0,BRAND_1147,12,
COUNTRY_3AD0,BRAND_1147,13,
COUNTRY_3AD0,BRAND_1147,14,
COUNTRY_3AD0,BRAND_1147,15,
COUNTRY_3AD0,BRAND_1147,16,
COUNTRY_3AD0,BRAND_1147,17,
COUNTRY_3AD0,BRAND_1147,18,
COUNTRY_3AD0,BRAND_1147,19,
COUNTRY_3AD0,BRAND_1147,20,
COUNTRY_3AD0,BRAND_1147,21,
COUNTRY_3AD0,BRAND_1147,22,
COUNTRY_3AD0,BRAND_1147,23,
COUNTRY_3AD0,BRAND_F94A,0,2.0
COUNTRY_3AD0,BRAND_F94A,1,2.0
COUNTRY_3AD0,BRAND_F94A,2,2.0
COUNTRY_3AD0,BRAND_F94A,3,2.0
COUNTRY_3AD0,BRAND_F94A,4,2.0
COUNTRY_3AD0,BRAND_F94A,5,2.0
COUNTRY_3AD0,BRAND_F94A,6,2.0
COUNTRY_3AD0,BRAND_F94A,7,2.0
COUNTRY_3AD0,BRAND_F94A,8,2.0
COUNTRY_3AD0,BRAND_F94A,9,2.0
COUNTRY_3AD0,BRAND_F94A,10,2.0
COUNTRY_3AD0,BRAND_F94A,11,2.0
COUNTRY_3AD0,BRAND_F94A,12,2.0
COUNTRY_3AD0,BRAND_F94A,13,2.0
COUNTRY_3AD0,BRAND_F94A,14,2.0
COUNTRY_3AD0,BRAND_F94A,15,2.0
COUNTRY_3AD0,BRAND_F94A,16,2.0
COUNTRY_3AD0,BRAND_F94A,17,2.0
COUNTRY_3AD0,BRAND_F94A,18,2.0
COUNTRY_3AD0,BRAND_F94A,19,2.0
COUNTRY_3AD0,BRAND_F94A,20,2.0
COUNTRY_3AD0,BRAND_F94A,21,2.0
COUNTRY_3AD0,BRAND_F94A,22,2.0
COUNTRY_3AD0,BRAND_F94A,23,2.0
COUNTRY_3AD0,BRAND_F7AB,0,4.0
COUNTRY_3AD0,BRAND_F7AB,1,4.0
COUNTRY_3AD0,BRAND_F7AB,2,5.0
COUNTRY_3AD0,BRAND_F7AB,3,5.0
COUNTRY_3AD0,BRAND_F7AB,4,5.0
COUNTRY_3AD0,BRAND_F7AB,5,5.0
COUNTRY_3AD0,BRAND_F7AB,6,5.0
COUNTRY_3AD0,BRAND_F7AB,7,5.0
COUNTRY_3AD0,BRAND_F7AB,8,5.0
COUNTRY_3AD0,BRAND_F7AB,9,5.0
COUNTRY_3AD0,BRAND_F7AB,10,5.0
COUNTRY_3AD0,BRAND_F7AB,11,5.0
COUNTRY_3AD0,BRAND_F7AB,12,5.0
COUNTRY_3AD0,BRAND_F7AB,13,5.0
COUNTRY_3AD0,BRAND_F7AB,14,5.0
COUNTRY_3AD0,BRAND_F7AB,15,5.0
COUNTRY_3AD0,BRAND_F7AB,16,5.0
COUNTRY_3AD0,BRAND_F7AB,17,5.0
COUNTRY_3AD0,BRAND_F7AB,18,5.0
COUNTRY_3AD0,BRAND_F7AB,19,5.0
COUNTRY_3AD0,BRAND_F7AB,20,5.0
COUNTRY_3AD0,BRAND_F7AB,21,5.0
COUNTRY_3AD0,BRAND_F7AB,22,5.0
COUNTRY_3AD0,BRAND_F7AB,23,5.0
COUNTRY_3AD0,BRAND_66D2,0,
COUNTRY_3AD0,BRAND_66D2,1,
COUNTRY_3AD0,BRAND_66D2,2,
COUNTRY_3AD0,BRAND_66D2,3,
COUNTRY_3AD0,BRAND_66D2,4,
COUNTRY_3AD0,BRAND_66D2,5,
COUNTRY_3AD0,BRAND_66D2,6,
COUNTRY_3AD0,BRAND_66D2,7,
COUNTRY_3AD0,BRAND_66D2,8,
COUNTRY_3AD0,BRAND_66D2,9,
COUNTRY_3AD0,BRAND_66D2,10,
COUNTRY_3AD0,BRAND_66D2,11,
COUNTRY_3AD0,BRAND_66D2,12,
COUNTRY_3AD0,BRAND_66D2,13,
COUNTRY_3AD0,BRAND_66D2,14,
COUNTRY_3AD0,BRAND_66D2,15,
COUNTRY_3AD0,BRAND_66D2,16,
COUNTRY_3AD0,BRAND_66D2,17,
COUNTRY_3AD0,BRAND_66D2,18,
COUNTRY_3AD0,BRAND_66D2,19,
COUNTRY_3AD0,BRAND_66D2,20,
COUNTRY_3AD0,BRAND_66D2,21,
COUNTRY_3AD0,BRAND_66D2,22,
COUNTRY_3AD0,BRAND_66D2,23,
COUNTRY_3AD0,BRAND_C967,0,1.0
COUNTRY_3AD0,BRAND_C967,1,1.0
COUNTRY_3AD0,BRAND_C967,2,1.0
COUNTRY_3AD0,BRAND_C967,3,1.0
COUNTRY_3AD0,BRAND_C967,4,1.0
COUNTRY_3AD0,BRAND_C967,5,1.0
COUNTRY_3AD0,BRAND_C967,6,1.0
COUNTRY_3AD0,BRAND_C967,7,1.0
COUNTRY_3AD0,BRAND_C967,8,2.0
COUNTRY_3AD0,BRAND_C967,9,2.0
COUNTRY_3AD0,BRAND_C967,10,2.0
COUNTRY_3AD0,BRAND_C967,11,2.0
COUNTRY_3AD0,BRAND_C967,12,2.0
COUNTRY_3AD0,BRAND_C967,13,2.0
COUNTRY_3AD0,BRAND_C967,14,2.0
COUNTRY_3AD0,BRAND_C967,15,2.0
COUNTRY_3AD0,BRAND_C967,16,2.0
COUNTRY_3AD0,BRAND_C967,17,2.0
COUNTRY_3AD0,BRAND_C967,18,2.0
COUNTRY_3AD0,BRAND_C967,19,2.0
COUNTRY_3AD0,BRAND_C967,20,2.0
COUNTRY_3AD0,BRAND_C967,21,2.0
COUNTRY_3AD0,BRAND_C967,22,2.0
COUNTRY_3AD0,BRAND_C967,23,2.0
COUNTRY_3AD0,BRAND_2F6C,0,
COUNTRY_3AD0,BRAND_2F6C,1,
COUNTRY_3AD0,BRAND_2F6C,2,
COUNTRY_3AD0,BRAND_2F6C,3,
COUNTRY_3AD0,BRAND_2F6C,4,
COUNTRY_3AD0,BRAND_2F6C,5,
COUNTRY_3AD0,BRAND_2F6C,6,
COUNTRY_3AD0,BRAND_2F6C,7,
COUNTRY_3AD0,BRAND_2F6C,8,
COUNTRY_3AD0,BRAND_2F6C,9,
COUNTRY_3AD0,BRAND_2F6C,10,
COUNTRY_3AD0,BRAND_2F6C,11,
COUNTRY_3AD0,BRAND_2F6C,12,
COUNTRY_3AD0,BRAND_2F6C,13,
COUNTRY_3AD0,BRAND_2F6C,14,
COUNTRY_3AD0,BRAND_2F6C,15,
COUNTRY_3AD0,BRAND_2F6C,16,
COUNTRY_3AD0,BRAND_2F6C,17,
COUNTRY_3AD0,BRAND_2F6C,18,
COUNTRY_3AD0,BRAND_2F6C,19,
COUNTRY_3AD0,BRAND_2F6C,20,
COUNTRY_3AD0,BRAND_2F6C,21,
COUNTRY_3AD0,BRAND_2F6C,22,
COUNTRY_3AD0,BRAND_2F6C,23,
COUNTRY_3AD0,BRAND_922E,0,2.0
COUNTRY_3AD0,BRAND_922E,1,2.0
COUNTRY_3AD0,BRAND_922E,2,2.0
COUNTRY_3AD0,BRAND_922E,3,2.0
COUNTRY_3AD0,BRAND_922E,4,2.0
COUNTRY_3AD0,BRAND_922E,5,2.0
COUNTRY_3AD0,BRAND_922E,6,2.0
COUNTRY_3AD0,BRAND_922E,7,2.0
COUNTRY_3AD0,BRAND_922E,8,2.0
COUNTRY_3AD0,BRAND_922E,9,2.0
COUNTRY_3AD0,BRAND_922E,10,2.0
COUNTRY_3AD0,BRAND_922E,11,2.0
COUNTRY_3AD0,BRAND_922E,12,2.0
COUNTRY_3AD0,BRAND_922E,13,2.0
COUNTRY_3AD0,BRAND_922E,14,2.0
COUNTRY_3AD0,BRAND_922E,15,2.0
COUNTRY_3AD0,BRAND_922E,16,2.0
COUNTRY_3AD0,BRAND_922E,17,2.0
COUNTRY_3AD0,BRAND_922E,18,2.0
COUNTRY_3AD0,BRAND_922E,19,2.0
COUNTRY_3AD0,BRAND_922E,20,2.0
COUNTRY_3AD0,BRAND_922E,21,2.0
COUNTRY_3AD0,BRAND_922E,22,2.0
COUNTRY_3AD0,BRAND_922E,23,2.0
COUNTRY_3AD0,BRAND_15B2,0,0.0
COUNTRY_3AD0,BRAND_15B2,1,0.0
COUNTRY_3AD0,BRAND_15B2,2,0.0
COUNTRY_3AD0,BRAND_15B2,3,0.0
COUNTRY_3AD0,BRAND_15B2,4,1.0
COUNTRY_3AD0,BRAND_15B2,5,1.0
COUNTRY_3AD0,BRAND_15B2,6,1.0
COUNTRY_3AD0,BRAND_15B2,7,1.0
COUNTRY_3AD0,BRAND_15B2,8,1.0
COUNTRY_3AD0,BRAND_15B2,9,1.0
COUNTRY_3AD0,BRAND_15B2,10,1.0
COUNTRY_3AD0,BRAND_15B2,11,1.0
COUNTRY_3AD0,BRAND_15B2,12,1.0
COUNTRY_3AD0,BRAND_15B2,13,1.0
COUNTRY_3AD0,BRAND_15B2,14,1.0
COUNTRY_3AD0,BRAND_15B2,15,1.0
COUNTRY_3AD0,BRAND_15B2,16,1.0
COUNTRY_3AD0,BRAND_15B2,17,1.0
COUNTRY_3AD0,BRAND_15B2,18,1.0
COUNTRY_3AD0,BRAND_15B2,19,1.0
COUNTRY_3AD0,BRAND_15B2,20,1.0
COUNTRY_3AD0,BRAND_15B2,21,1.0
COUNTRY_3AD0,BRAND_15B2,22,1.0
COUNTRY_3AD0,BRAND_15B2,23,1.0
COUNTRY_3AD0,BRAND_AC8E,0,1.0
COUNTRY_3AD0,BRAND_AC8E,1,1.0
COUNTRY_3AD0,BRAND_AC8E,2,1.0
COUNTRY_3AD0,BRAND_AC8E,3,1.0
COUNTRY_3AD0,BRAND_AC8E,4,1.0
COUNTRY_3AD0,BRAND_AC8E,5,1.0
COUNTRY_3AD0,BRAND_AC8E,6,1.0
COUNTRY_3AD0,BRAND_AC8E,7,1.0
COUNTRY_3AD0,BRAND_AC8E,8,1.0
COUNTRY_3AD0,BRAND_AC8E,9,1.0
COUNTRY_3AD0,BRAND_AC8E,10,1.0
COUNTRY_3AD0,BRAND_AC8E,11,1.0
COUNTRY_3AD0,BRAND_AC8E,12,1.0
COUNTRY_3AD0,BRAND_AC8E,13,1.0
COUNTRY_3AD0,BRAND_AC8E,14,1.0
COUNTRY_3AD0,BRAND_AC8E,15,1.0
COUNTRY_3AD0,BRAND_AC8E,16,1.0
COUNTRY_3AD0,BRAND_AC8E,17,1.0
COUNTRY_3AD0,BRAND_AC8E,18,1.0
COUNTRY_3AD0,BRAND_AC8E,19,1.0
COUNTRY_3AD0,BRAND_AC8E,20,1.0
COUNTRY_3AD0,BRAND_AC8E,21,1.0
COUNTRY_3AD0,BRAND_AC8E,22,1.0
COUNTRY_3AD0,BRAND_AC8E,23,1.0
COUNTRY_3AD0,BRAND_9EFF,0,3.0
COUNTRY_3AD0,BRAND_9EFF,1,5.0
COUNTRY_3AD0,BRAND_9EFF,2,5.0
COUNTRY_3AD0,BRAND_9EFF,3,5.0
COUNTRY_3AD0,BRAND_9EFF,4,5.0
COUNTRY_3AD0,BRAND_9EFF,5,5.0
COUNTRY_3AD0,BRAND_9EFF,6,5.0
COUNTRY_3AD0,BRAND_9EFF,7,5.0
COUNTRY_3AD0,BRAND_9EFF,8,5.0
COUNTRY_3AD0,BRAND_9EFF,9,5.0
COUNTRY_3AD0,BRAND_9EFF,10,5.0
COUNTRY_3AD0,BRAND_9EFF,11,5.0
COUNTRY_3AD0,BRAND_9EFF,12,5.0
COUNTRY_3AD0,BRAND_9EFF,13,5.0
COUNTRY_3AD0,BRAND_9EFF,14,5.0
COUNTRY_3AD0,BRAND_9EFF,15,5.0
COUNTRY_3AD0,BRAND_9EFF,16,5.0
COUNTRY_3AD0,BRAND_9EFF,17,5.0
COUNTRY_3AD0,BRAND_9EFF,18,5.0
COUNTRY_3AD0,BRAND_9EFF,19,5.0
COUNTRY_3AD0,BRAND_9EFF,20,5.0
COUNTRY_3AD0,BRAND_9EFF,21,5.0
COUNTRY_3AD0,BRAND_9EFF,22,5.0
COUNTRY_3AD0,BRAND_9EFF,23,5.0
COUNTRY_3AD0,BRAND_26BF,0,
COUNTRY_3AD0,BRAND_26BF,1,
COUNTRY_3AD0,BRAND_26BF,2,
COUNTRY_3AD0,BRAND_26BF,3,
COUNTRY_3AD0,BRAND_26BF,4,
COUNTRY_3AD0,BRAND_26BF,5,
COUNTRY_3AD0,BRAND_26BF,6,
COUNTRY_3AD0,BRAND_26BF,7,
COUNTRY_3AD0,BRAND_26BF,8,
COUNTRY_3AD0,BRAND_26BF,9,
COUNTRY_3AD0,BRAND_26BF,10,
COUNTRY_3AD0,BRAND_26BF,11,
COUNTRY_3AD0,BRAND_26BF,12,
COUNTRY_3AD0,BRAND_26BF,13,
COUNTRY_3AD0,BRAND_26BF,14,
COUNTRY_3AD0,BRAND_26BF,15,
COUNTRY_3AD0,BRAND_26BF,16,
COUNTRY_3AD0,BRAND_26BF,17,
COUNTRY_3AD0,BRAND_26BF,18,
COUNTRY_3AD0,BRAND_26BF,19,
COUNTRY_3AD0,BRAND_26BF,20,
COUNTRY_3AD0,BRAND_26BF,21,
COUNTRY_3AD0,BRAND_26BF,22,
COUNTRY_3AD0,BRAND_26BF,23,
COUNTRY_3AD0,BRAND_5D2C,0,0.0
COUNTRY_3AD0,BRAND_5D2C,1,0.0
COUNTRY_3AD0,BRAND_5D2C,2,0.0
COUNTRY_3AD0,BRAND_5D2C,3,1.0
COUNTRY_3AD0,BRAND_5D2C,4,1.0
COUNTRY_3AD0,BRAND_5D2C,5,1.0
COUNTRY_3AD0,BRAND_5D2C,6,1.0
COUNTRY_3AD0,BRAND_5D2C,7,1.0
COUNTRY_3AD0,BRAND_5D2C,8,1.0
COUNTRY_3AD0,BRAND_5D2C,9,1.0
COUNTRY_3AD0,BRAND_5D2C,10,1.0
COUNTRY_3AD0,BRAND_5D2C,11,1.0
COUNTRY_3AD0,BRAND_5D2C,12,1.0
COUNTRY_3AD0,BRAND_5D2C,13,1.0
COUNTRY_3AD0,BRAND_5D2C,14,1.0
COUNTRY_3AD0,BRAND_5D2C,15,1.0
COUNTRY_3AD0,BRAND_5D2C,16,1.0
COUNTRY_3AD0,BRAND_5D2C,17,1.0
COUNTRY_3AD0,BRAND_5D2C,18,1.0
COUNTRY_3AD0,BRAND_5D2C,19,1.0
COUNTRY_3AD0,BRAND_5D2C,20,1.0
COUNTRY_3AD0,BRAND_5D2C,21,1.0
COUNTRY_3AD0,BRAND_5D2C,22,1.0
COUNTRY_3AD0,BRAND_5D2C,23,1.0
COUNTRY_3AD0,BRAND_3CB9,0,1.0
COUNTRY_3AD0,BRAND_3CB9,1,1.0
COUNTRY_3AD0,BRAND_3CB9,2,1.0
COUNTRY_3AD0,BRAND_3CB9,3,2.0
COUNTRY_3AD0,BRAND_3CB9,4,3.0
COUNTRY_3AD0,BRAND_3CB9,5,3.0
COUNTRY_3AD0,BRAND_3CB9,6,3.0
COUNTRY_3AD0,BRAND_3CB9,7,3.0
COUNTRY_3AD0,BRAND_3CB9,8,3.0
COUNTRY_3AD0,BRAND_3CB9,9,4.0
COUNTRY_3AD0,BRAND_3CB9,10,4.0
COUNTRY_3AD0,BRAND_3CB9,11,4.0
COUNTRY_3AD0,BRAND_3CB9,12,4.0
COUNTRY_3AD0,BRAND_3CB9,13,4.0
COUNTRY_3AD0,BRAND_3CB9,14,4.0
COUNTRY_3AD0,BRAND_3CB9,15,4.0
COUNTRY_3AD0,BRAND_3CB9,16,4.0
COUNTRY_3AD0,BRAND_3CB9,17,4.0
COUNTRY_3AD0,BRAND_3CB9,18,4.0
COUNTRY_3AD0,BRAND_3CB9,19,4.0
COUNTRY_3AD0,BRAND_3CB9,20,4.0
COUNTRY_3AD0,BRAND_3CB9,21,4.0
COUNTRY_3AD0,BRAND_3CB9,22,4.0
COUNTRY_3AD0,BRAND_3CB9,23,4.0
COUNTRY_3AD0,BRAND_F22A,0,
COUNTRY_3AD0,BRAND_F22A,1,
COUNTRY_3AD0,BRAND_F22A,2,
COUNTRY_3AD0,BRAND_F22A,3,
COUNTRY_3AD0,BRAND_F22A,4,
COUNTRY_3AD0,BRAND_F22A,5,
COUNTRY_3AD0,BRAND_F22A,6,
COUNTRY_3AD0,BRAND_F22A,7,
COUNTRY_3AD0,BRAND_F22A,8,
COUNTRY_3AD0,BRAND_F22A,9,
COUNTRY_3AD0,BRAND_F22A,10,
COUNTRY_3AD0,BRAND_F22A,11,
COUNTRY_3AD0,BRAND_F22A,12,
COUNTRY_3AD0,BRAND_F22A,13,
COUNTRY_3AD0,BRAND_F22A,14,
COUNTRY_3AD0,BRAND_F22A,15,
COUNTRY_3AD0,BRAND_F22A,16,
COUNTRY_3AD0,BRAND_F22A,17,
COUNTRY_3AD0,BRAND_F22A,18,
COUNTRY_3AD0,BRAND_F22A,19,
COUNTRY_3AD0,BRAND_F22A,20,
COUNTRY_3AD0,BRAND_F22A,21,
COUNTRY_3AD0,BRAND_F22A,22,
COUNTRY_3AD0,BRAND_F22A,23,
COUNTRY_3AD0,BRAND_3E0C,0,
COUNTRY_3AD0,BRAND_3E0C,1,
COUNTRY_3AD0,BRAND_3E0C,2,
COUNTRY_3AD0,BRAND_3E0C,3,
COUNTRY_3AD0,BRAND_3E0C,4,
COUNTRY_3AD0,BRAND_3E0C,5,
COUNTRY_3AD0,BRAND_3E0C,6,
COUNTRY_3AD0,BRAND_3E0C,7,
COUNTRY_3AD0,BRAND_3E0C,8,
COUNTRY_3AD0,BRAND_3E0C,9,
COUNTRY_3AD0,BRAND_3E0C,10,
COUNTRY_3AD0,BRAND_3E0C,11,
COUNTRY_3AD0,BRAND_3E0C,12,
